Date,Payment,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Revenue
2019-02-08,Credit card,815-04-6282,C,Naypyitaw,Member,Female,Sports and travel,64.97,5,324.85
2019-03-22,Cash,674-56-6360,A,Yangon,Normal,Male,Electronic accessories,95.15,1,95.15
2019-01-24,Cash,778-34-2523,A,Yangon,Member,Female,Electronic accessories,48.62,8,388.96
2019-03-14,Ewallet,499-27-7781,B,Mandalay,Normal,Female,Food and beverages,53.21,8,425.68
2019-01-23,Cash,477-59-2456,C,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,318.08
2019-01-19,Ewallet,832-51-6761,A,Yangon,Normal,Male,Food and beverages,33.88,8,271.04
2019-01-27,Credit card,869-11-3082,B,Mandalay,Member,Male,Health and beauty,96.16,4,384.64
2019-02-03,Credit card,190-59-3964,B,Mandalay,Member,Male,Food and beverages,47.16,5,235.8
2019-03-25,Ewallet,366-43-6862,B,Mandalay,Normal,Male,Electronic accessories,52.89,4,211.56
2019-02-24,Credit card,186-43-8965,A,Yangon,Member,Female,Home and lifestyle,47.68,2,95.36
2019-02-07,Cash,784-21-9238,C,Naypyitaw,Member,Male,Sports and travel,10.17,1,10.17
2019-03-04,Cash,276-75-6884,A,Yangon,Normal,Female,Health and beauty,68.71,3,206.13
2019-02-14,Credit card,109-86-4363,B,Mandalay,Member,Female,Sports and travel,60.08,7,420.56
2019-01-29,Credit card,569-76-2760,A,Yangon,Member,Female,Sports and travel,22.01,4,88.04
2019-01-28,Credit card,222-42-0244,B,Mandalay,Member,Female,Health and beauty,72.11,9,648.99
2019-03-26,Credit card,760-53-9233,A,Yangon,Member,Male,Fashion accessories,41.28,3,123.84
2019-03-24,Cash,538-22-0304,C,Naypyitaw,Normal,Male,Electronic accessories,64.95,10,649.5
2019-01-01,Credit card,416-17-9926,A,Yangon,Member,Female,Electronic accessories,74.22,10,742.2
2019-01-24,Cash,237-44-6163,A,Yangon,Normal,Male,Electronic accessories,10.56,8,84.48
2019-02-25,Cash,636-17-0325,B,Mandalay,Normal,Male,Health and beauty,62.57,4,250.28
2019-01-09,Cash,343-75-9322,B,Mandalay,Member,Female,Sports and travel,11.85,8,94.8
2019-02-14,Ewallet,528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3,1,91.3
2019-03-12,Ewallet,427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,40.73,7,285.11
2019-03-26,Cash,807-34-3742,A,Yangon,Normal,Male,Fashion accessories,52.38,1,52.38
2019-01-09,Ewallet,288-62-1085,A,Yangon,Member,Male,Fashion accessories,38.54,5,192.7
2019-01-02,Credit card,670-71-7306,B,Mandalay,Normal,Male,Sports and travel,44.63,6,267.78
2019-01-15,Cash,660-29-7083,C,Naypyitaw,Normal,Male,Electronic accessories,55.87,10,558.7
2019-01-01,Ewallet,271-77-8740,C,Naypyitaw,Member,Female,Sports and travel,29.22,6,175.32
2019-02-15,Cash,497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94,3,155.82
2019-02-28,Cash,291-59-1384,B,Mandalay,Normal,Male,Electronic accessories,60.3,1,60.3
2019-03-02,Credit card,860-73-6466,A,Yangon,Member,Female,Sports and travel,39.47,2,78.94
2019-02-13,Credit card,549-23-9016,C,Naypyitaw,Member,Female,Food and beverages,14.87,2,29.74
2019-01-26,Cash,896-34-0956,A,Yangon,Normal,Male,Fashion accessories,21.32,1,21.32
2019-01-30,Credit card,804-38-3935,A,Yangon,Member,Male,Electronic accessories,93.78,3,281.34
2019-01-27,Ewallet,585-90-0249,A,Yangon,Member,Male,Electronic accessories,73.26,1,73.26
2019-01-30,Credit card,862-29-5914,C,Naypyitaw,Normal,Female,Sports and travel,22.38,1,22.38
2019-01-08,Cash,845-94-6841,C,Naypyitaw,Member,Female,Food and beverages,72.88,9,655.92
2019-01-19,Cash,125-45-2293,A,Yangon,Normal,Female,Fashion accessories,99.1,6,594.6
2019-01-25,Cash,843-73-4724,A,Yangon,Normal,Male,Fashion accessories,74.1,1,74.1
2019-02-19,Ewallet,409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48,2,196.96
2019-01-14,Ewallet,658-66-3967,C,Naypyitaw,Normal,Male,Health and beauty,53.19,7,372.33
2019-02-25,Ewallet,866-70-2814,B,Mandalay,Normal,Female,Electronic accessories,52.79,10,527.9
2019-01-23,Ewallet,160-22-2687,A,Yangon,Member,Female,Health and beauty,95.95,5,479.75
2019-02-16,Cash,895-03-6665,B,Mandalay,Normal,Female,Fashion accessories,36.51,9,328.59
2019-01-01,Cash,770-42-8960,B,Mandalay,Normal,Male,Food and beverages,21.12,8,168.96
2019-03-07,Cash,748-45-2862,A,Yangon,Member,Female,Home and lifestyle,28.31,4,113.24
2019-02-15,Cash,234-36-2483,B,Mandalay,Normal,Male,Health and beauty,57.59,6,345.54
2019-01-23,Cash,316-66-3011,A,Yangon,Member,Female,Food and beverages,47.63,9,428.67
2019-02-20,Ewallet,848-95-6252,C,Naypyitaw,Member,Female,Home and lifestyle,86.27,1,86.27
2019-01-08,Ewallet,840-76-5966,A,Yangon,Member,Male,Sports and travel,12.76,2,25.52
2019-03-17,Credit card,152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle,11.28,9,101.52
2019-01-12,Cash,533-66-5566,B,Mandalay,Normal,Female,Home and lifestyle,51.07,7,357.49
2019-01-08,Cash,124-31-1458,A,Yangon,Member,Female,Electronic accessories,79.59,3,238.77
2019-01-26,Ewallet,176-78-1170,C,Naypyitaw,Member,Male,Health and beauty,33.81,3,101.43
2019-03-15,Credit card,361-59-0574,B,Mandalay,Member,Male,Sports and travel,90.53,8,724.24
2019-01-17,Ewallet,101-81-4070,C,Naypyitaw,Member,Female,Health and beauty,62.82,2,125.64
2019-01-08,Credit card,631-34-1880,C,Naypyitaw,Member,Male,Food and beverages,24.31,3,72.93
2019-01-06,Ewallet,852-82-2749,A,Yangon,Normal,Male,Sports and travel,64.59,4,258.36
2019-02-16,Credit card,873-14-6353,A,Yangon,Member,Male,Food and beverages,24.82,7,173.74
2019-03-13,Ewallet,584-66-4073,C,Naypyitaw,Normal,Male,Fashion accessories,56.5,1,56.5
2019-01-28,Cash,544-55-9589,B,Mandalay,Member,Female,Electronic accessories,21.43,10,214.3
2019-01-18,Cash,166-19-2553,A,Yangon,Member,Male,Sports and travel,89.06,6,534.36
2019-03-19,Credit card,737-88-5876,A,Yangon,Member,Male,Home and lifestyle,23.29,4,93.16
2019-03-15,Ewallet,154-87-7367,C,Naypyitaw,Normal,Male,Home and lifestyle,65.26,8,522.08
2019-02-12,Cash,885-56-0389,C,Naypyitaw,Member,Male,Fashion accessories,52.35,1,52.35
2019-02-25,Cash,608-05-3804,B,Mandalay,Member,Male,Electronic accessories,39.75,1,39.75
2019-03-21,Credit card,448-61-3783,A,Yangon,Normal,Female,Electronic accessories,90.02,8,720.16
2019-01-19,Ewallet,761-49-0439,B,Mandalay,Member,Female,Electronic accessories,12.1,8,96.8
2019-01-08,Ewallet,490-95-0021,B,Mandalay,Member,Female,Food and beverages,33.21,10,332.1
2019-03-30,Credit card,115-38-7388,C,Naypyitaw,Member,Female,Fashion accessories,10.18,8,81.44
2019-02-20,Credit card,311-13-6971,B,Mandalay,Member,Male,Sports and travel,31.99,10,319.9
2019-03-30,Ewallet,291-55-6563,A,Yangon,Member,Female,Home and lifestyle,34.42,6,206.52
2019-03-19,Cash,548-48-3156,A,Yangon,Member,Female,Food and beverages,83.34,2,166.68
2019-01-13,Cash,460-93-5834,A,Yangon,Normal,Male,Sports and travel,45.58,7,319.06
2019-02-05,Ewallet,325-89-4209,A,Yangon,Member,Male,Food and beverages,87.9,1,87.9
2019-03-23,Ewallet,884-80-6021,A,Yangon,Member,Female,Electronic accessories,73.47,10,734.7
2019-03-13,Ewallet,137-74-8729,C,Naypyitaw,Normal,Female,Fashion accessories,12.19,8,97.52
2019-03-17,Ewallet,880-46-5796,A,Yangon,Member,Male,Sports and travel,76.92,10,769.2
2019-02-21,Cash,389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,83.66,5,418.3
2019-02-07,Cash,114-35-5271,B,Mandalay,Normal,Female,Electronic accessories,57.91,8,463.28
2019-03-02,Credit card,607-76-6216,C,Naypyitaw,Member,Female,Fashion accessories,92.49,5,462.45
2019-03-06,Cash,715-20-1673,B,Mandalay,Normal,Male,Electronic accessories,28.38,5,141.9
2019-02-06,Credit card,811-35-1094,B,Mandalay,Member,Male,Electronic accessories,50.45,6,302.7
2019-01-28,Credit card,699-88-1972,B,Mandalay,Normal,Male,Health and beauty,99.16,8,793.28
2019-01-18,Ewallet,781-84-8059,C,Naypyitaw,Normal,Male,Fashion accessories,60.74,7,425.18
2019-02-05,Cash,409-49-6995,C,Naypyitaw,Member,Female,Food and beverages,47.27,6,283.62
2019-03-02,Cash,725-54-0677,C,Naypyitaw,Member,Male,Health and beauty,85.6,7,599.2
2019-02-09,Ewallet,146-09-5432,A,Yangon,Member,Male,Food and beverages,35.04,9,315.36
2019-01-14,Credit card,377-79-7592,C,Naypyitaw,Member,Female,Electronic accessories,44.84,9,403.56
2019-02-09,Ewallet,509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,183.88
2019-03-26,Credit card,595-94-9924,A,Yangon,Member,Female,Health and beauty,27.73,5,138.65
2019-01-28,Cash,865-41-9075,A,Yangon,Normal,Male,Food and beverages,11.53,7,80.71
2019-02-14,Ewallet,545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty,58.32,2,116.64
2019-03-24,Cash,118-62-1812,C,Naypyitaw,Member,Female,Home and lifestyle,78.38,4,313.52
2019-02-09,Credit card,450-42-3339,C,Naypyitaw,Normal,Male,Health and beauty,84.61,10,846.1
2019-03-24,Credit card,851-98-3555,B,Mandalay,Normal,Female,Health and beauty,82.88,5,414.4
2019-03-27,Ewallet,186-71-5196,A,Yangon,Member,Female,Food and beverages,79.54,2,159.08
2019-01-27,Credit card,624-01-8356,B,Mandalay,Normal,Female,Home and lifestyle,49.01,10,490.1
2019-03-27,Credit card,313-66-9943,B,Mandalay,Member,Female,Food and beverages,29.15,3,87.45
2019-01-19,Ewallet,151-27-8496,C,Naypyitaw,Normal,Female,Electronic accessories,56.13,4,224.52
2019-02-07,Cash,453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12,8,744.96
2019-01-31,Ewallet,522-57-8364,A,Yangon,Member,Male,Fashion accessories,51.34,8,410.72
2019-02-25,Cash,459-45-2396,A,Yangon,Member,Female,Food and beverages,99.6,3,298.8
2019-02-02,Cash,717-96-4189,C,Naypyitaw,Normal,Female,Electronic accessories,35.49,6,212.94
2019-03-14,Credit card,722-13-2115,C,Naypyitaw,Member,Male,Sports and travel,42.85,1,42.85
2019-03-11,Cash,749-81-8133,A,Yangon,Normal,Female,Fashion accessories,94.67,4,378.68
2019-02-22,Ewallet,777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,68.97,3,206.91
2019-03-02,Ewallet,636-98-3364,B,Mandalay,Member,Female,Electronic accessories,26.26,3,78.78
2019-03-10,Credit card,246-55-6923,C,Naypyitaw,Member,Female,Home and lifestyle,35.79,9,322.11
2019-02-08,Cash,181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,16.37,6,98.22
2019-02-22,Credit card,838-02-1821,C,Naypyitaw,Member,Female,Home and lifestyle,12.73,2,25.46
2019-01-10,Credit card,887-42-0517,C,Naypyitaw,Normal,Female,Sports and travel,83.14,7,581.98
2019-03-14,Ewallet,457-12-0244,C,Naypyitaw,Member,Female,Sports and travel,35.22,6,211.32
2019-01-10,Ewallet,226-34-0034,B,Mandalay,Normal,Female,Electronic accessories,13.78,4,55.12
2019-02-15,Credit card,321-49-7382,B,Mandalay,Member,Male,Sports and travel,88.31,1,88.31
2019-01-13,Credit card,397-25-8725,A,Yangon,Member,Female,Health and beauty,39.62,9,356.58
2019-02-15,Credit card,431-66-2305,B,Mandalay,Normal,Female,Electronic accessories,88.25,9,794.25
2019-03-02,Ewallet,825-94-5922,B,Mandalay,Normal,Male,Sports and travel,25.31,2,50.62
2019-03-24,Ewallet,641-62-7288,B,Mandalay,Normal,Male,Home and lifestyle,99.92,6,599.52
2019-02-02,Credit card,756-93-1854,C,Naypyitaw,Member,Female,Fashion accessories,83.35,2,166.7
2019-02-27,Ewallet,243-55-8457,A,Yangon,Normal,Female,Food and beverages,74.44,10,744.4
2019-01-20,Ewallet,458-10-8612,C,Naypyitaw,Normal,Male,Health and beauty,64.08,7,448.56
2019-01-03,Ewallet,501-61-1753,B,Mandalay,Normal,Female,Home and lifestyle,63.15,6,378.9
2019-01-24,Ewallet,235-06-8510,C,Naypyitaw,Member,Male,Home and lifestyle,85.72,3,257.16
2019-01-05,Ewallet,433-08-7822,C,Naypyitaw,Normal,Female,Health and beauty,78.89,7,552.23
2019-03-30,Cash,361-85-2571,A,Yangon,Normal,Female,Sports and travel,89.48,5,447.4
2019-02-17,Cash,131-70-8179,A,Yangon,Member,Female,Health and beauty,92.09,3,276.27
2019-03-21,Ewallet,500-02-2261,C,Naypyitaw,Normal,Female,Food and beverages,57.29,6,343.74
2019-03-02,Ewallet,720-72-2436,A,Yangon,Normal,Male,Food and beverages,66.52,4,266.08
2019-03-27,Cash,702-83-5291,C,Naypyitaw,Member,Male,Fashion accessories,99.82,9,898.38
2019-01-19,Ewallet,809-69-9497,A,Yangon,Normal,Female,Home and lifestyle,45.68,10,456.8
2019-02-19,Credit card,449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79,5,253.95
2019-03-28,Cash,333-23-2632,A,Yangon,Member,Male,Health and beauty,10.08,7,70.56
2019-01-05,Credit card,489-82-1237,A,Yangon,Normal,Female,Electronic accessories,93.88,7,657.16
2019-03-26,Credit card,859-97-6048,C,Naypyitaw,Member,Male,Electronic accessories,84.25,2,168.5
2019-02-03,Ewallet,676-10-2200,B,Mandalay,Member,Male,Fashion accessories,53.78,1,53.78
2019-02-06,Ewallet,373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,35.81,5,179.05
2019-02-24,Ewallet,365-16-4334,B,Mandalay,Normal,Female,Food and beverages,26.43,8,211.44
2019-02-21,Ewallet,503-21-4385,B,Mandalay,Member,Male,Health and beauty,39.91,3,119.73
2019-01-09,Ewallet,305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,21.9,3,65.7
2019-02-25,Ewallet,574-80-1489,B,Mandalay,Member,Female,Food and beverages,62.85,4,251.4
2019-01-13,Cash,784-08-0310,C,Naypyitaw,Member,Female,Food and beverages,21.04,4,84.16
2019-02-09,Cash,200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,65.91,6,395.46
2019-01-06,Cash,846-10-0341,A,Yangon,Normal,Female,Fashion accessories,42.57,7,297.99
2019-01-10,Cash,577-34-7579,C,Naypyitaw,Member,Male,Food and beverages,50.49,9,454.41
2019-02-07,Cash,430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,46.02,6,276.12
2019-01-09,Cash,867-47-1948,C,Naypyitaw,Normal,Female,Home and lifestyle,15.8,10,158
2019-02-19,Cash,384-59-6655,A,Yangon,Member,Female,Food and beverages,98.66,9,887.94
2019-03-18,Cash,256-58-3609,C,Naypyitaw,Member,Male,Fashion accessories,91.98,1,91.98
2019-02-05,Cash,324-92-3863,A,Yangon,Member,Male,Electronic accessories,20.89,2,41.78
2019-03-19,Credit card,593-08-5916,A,Yangon,Normal,Female,Fashion accessories,15.5,1,15.5
2019-03-30,Cash,364-34-2972,C,Naypyitaw,Member,Male,Electronic accessories,96.82,3,290.46
2019-01-26,Credit card,794-42-3736,B,Mandalay,Normal,Male,Food and beverages,33.33,2,66.66
2019-03-02,Credit card,172-42-8274,B,Mandalay,Normal,Female,Electronic accessories,38.27,2,76.54
2019-03-04,Ewallet,558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,33.3,9,299.7
2019-01-13,Credit card,195-06-0432,A,Yangon,Member,Male,Home and lifestyle,81.01,3,243.03
2019-03-25,Cash,605-03-2706,A,Yangon,Normal,Female,Health and beauty,15.8,3,47.4
2019-03-11,Credit card,214-30-2776,B,Mandalay,Member,Female,Electronic accessories,34.49,5,172.45
2019-01-01,Credit card,746-04-1077,B,Mandalay,Member,Female,Food and beverages,84.63,10,846.3
2019-02-10,Ewallet,448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.91,7,258.37
2019-01-26,Cash,452-04-8808,B,Mandalay,Normal,Male,Electronic accessories,87.08,7,609.56
2019-02-11,Cash,531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.08,3,240.24
2019-02-07,Cash,744-82-9138,C,Naypyitaw,Normal,Male,Fashion accessories,86.13,2,172.26
2019-03-06,Credit card,883-69-1285,B,Mandalay,Member,Male,Fashion accessories,49.92,2,99.84
2019-03-04,Cash,221-25-5073,A,Yangon,Normal,Female,Food and beverages,74.66,4,298.64
2019-02-26,Ewallet,518-71-6847,B,Mandalay,Member,Male,Food and beverages,26.6,6,159.6
2019-03-10,Credit card,156-20-0370,B,Mandalay,Normal,Female,Electronic accessories,25.45,1,25.45
2019-02-04,Credit card,151-33-7434,B,Mandalay,Normal,Female,Food and beverages,67.77,1,67.77
2019-01-19,Cash,728-47-9078,C,Naypyitaw,Member,Male,Food and beverages,59.59,4,238.36
2019-01-23,Cash,809-46-1866,A,Yangon,Normal,Male,Health and beauty,58.15,4,232.6
2019-03-14,Ewallet,139-32-4183,A,Yangon,Member,Female,Sports and travel,97.48,9,877.32
2019-01-23,Cash,148-41-7930,C,Naypyitaw,Normal,Male,Health and beauty,99.96,7,699.72
2019-01-09,Cash,189-40-5216,C,Naypyitaw,Normal,Male,Electronic accessories,96.37,7,674.59
2019-02-07,Ewallet,374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,63.71,5,318.55
2019-02-18,Ewallet,764-44-8999,B,Mandalay,Normal,Female,Health and beauty,14.76,2,29.52
2019-01-03,Credit card,552-44-5977,B,Mandalay,Member,Male,Health and beauty,62,8,496
2019-03-29,Ewallet,267-62-7380,C,Naypyitaw,Member,Male,Electronic accessories,82.34,10,823.4
2019-01-28,Credit card,430-53-4718,B,Mandalay,Member,Male,Health and beauty,75.37,8,602.96
2019-03-22,Credit card,886-18-2897,A,Yangon,Normal,Female,Food and beverages,56.56,5,282.8
2019-01-24,Ewallet,602-16-6955,B,Mandalay,Normal,Female,Sports and travel,76.6,10,766
2019-03-10,Ewallet,745-74-0715,A,Yangon,Normal,Male,Electronic accessories,58.03,2,116.06
2019-02-22,Ewallet,690-01-6631,B,Mandalay,Normal,Male,Fashion accessories,17.49,10,174.9
2019-02-18,Ewallet,652-49-6720,C,Naypyitaw,Member,Female,Electronic accessories,60.95,1,60.95
2019-01-29,Ewallet,233-67-5758,C,Naypyitaw,Normal,Male,Health and beauty,40.35,1,40.35
2019-03-02,Ewallet,303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle,97.38,10,973.8
2019-02-09,Cash,727-02-1313,A,Yangon,Member,Male,Food and beverages,31.84,1,31.84
2019-02-22,Cash,347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.82,1,65.82
2019-02-18,Cash,849-09-3807,A,Yangon,Member,Female,Fashion accessories,88.34,7,618.38
2019-01-05,Ewallet,750-67-8428,A,Yangon,Member,Female,Health and beauty,74.69,7,522.83
2019-03-08,Cash,226-31-3081,C,Naypyitaw,Normal,Female,Electronic accessories,15.28,5,76.4
2019-03-03,Credit card,631-41-3108,A,Yangon,Normal,Male,Home and lifestyle,46.33,7,324.31
2019-01-27,Ewallet,123-19-1176,A,Yangon,Member,Male,Health and beauty,58.22,8,465.76
2019-02-08,Ewallet,373-73-7910,A,Yangon,Normal,Male,Sports and travel,86.31,7,604.17
2019-03-25,Ewallet,699-14-3026,C,Naypyitaw,Normal,Male,Electronic accessories,85.39,7,597.73
2019-02-25,Ewallet,355-53-5943,A,Yangon,Member,Female,Electronic accessories,68.84,6,413.04
2019-02-24,Ewallet,315-22-5665,C,Naypyitaw,Normal,Female,Home and lifestyle,73.56,10,735.6
2019-01-10,Credit card,665-32-9167,A,Yangon,Member,Female,Health and beauty,36.26,2,72.52
2019-02-20,Credit card,692-92-5582,B,Mandalay,Member,Female,Food and beverages,54.84,3,164.52
2019-02-06,Ewallet,351-62-0822,B,Mandalay,Member,Female,Fashion accessories,14.48,4,57.92
2019-03-09,Cash,529-56-3974,B,Mandalay,Member,Male,Electronic accessories,25.51,4,102.04
2019-02-12,Ewallet,365-64-0515,A,Yangon,Normal,Female,Electronic accessories,46.95,5,234.75
2019-02-07,Ewallet,252-56-2699,A,Yangon,Normal,Male,Food and beverages,43.19,10,431.9
2019-03-29,Cash,829-34-3910,A,Yangon,Normal,Female,Health and beauty,71.38,10,713.8
2019-01-15,Cash,299-46-1805,B,Mandalay,Member,Female,Sports and travel,93.72,6,562.32
2019-03-11,Credit card,656-95-9349,A,Yangon,Member,Female,Health and beauty,68.93,7,482.51
2019-01-01,Credit card,765-26-6951,A,Yangon,Normal,Male,Sports and travel,72.61,6,435.66
2019-01-21,Credit card,329-62-1586,A,Yangon,Normal,Male,Food and beverages,54.67,3,164.01
2019-03-11,Ewallet,319-50-3348,B,Mandalay,Normal,Female,Home and lifestyle,40.3,2,80.6
2019-02-25,Ewallet,300-71-4605,C,Naypyitaw,Member,Male,Electronic accessories,86.04,5,430.2
2019-03-05,Ewallet,371-85-5789,B,Mandalay,Normal,Male,Health and beauty,87.98,3,263.94
2019-03-15,Credit card,273-16-6619,B,Mandalay,Normal,Male,Home and lifestyle,33.2,2,66.4
2019-02-17,Ewallet,636-48-8204,A,Yangon,Normal,Male,Electronic accessories,34.56,5,172.8
2019-03-02,Ewallet,549-59-1358,A,Yangon,Member,Male,Sports and travel,88.63,3,265.89
2019-03-22,Credit card,227-03-5010,A,Yangon,Member,Female,Home and lifestyle,52.59,8,420.72
2019-02-08,Cash,649-29-6775,B,Mandalay,Normal,Male,Fashion accessories,33.52,1,33.52
2019-03-10,Credit card,189-17-4241,A,Yangon,Normal,Female,Fashion accessories,87.67,2,175.34
2019-01-25,Cash,145-94-9061,B,Mandalay,Normal,Female,Food and beverages,88.36,5,441.8
2019-03-15,Cash,848-62-7243,A,Yangon,Normal,Male,Health and beauty,24.89,9,224.01
2019-02-25,Credit card,871-79-8483,B,Mandalay,Normal,Male,Fashion accessories,94.13,5,470.65
2019-01-28,Cash,149-71-6266,B,Mandalay,Member,Male,Sports and travel,78.07,9,702.63
2019-01-10,Cash,640-49-2076,B,Mandalay,Normal,Male,Sports and travel,83.78,8,670.24
2019-03-15,Credit card,595-11-5460,A,Yangon,Normal,Male,Health and beauty,96.58,2,193.16
2019-02-06,Ewallet,183-56-6882,C,Naypyitaw,Member,Female,Food and beverages,99.42,4,397.68
2019-01-07,Ewallet,232-16-2483,C,Naypyitaw,Member,Female,Sports and travel,68.12,1,68.12
2019-03-10,Ewallet,129-29-8530,A,Yangon,Member,Male,Sports and travel,62.62,5,313.1
2019-01-15,Ewallet,272-65-1806,A,Yangon,Normal,Female,Electronic accessories,60.88,9,547.92
2019-03-23,Ewallet,333-73-7901,C,Naypyitaw,Normal,Female,Health and beauty,54.92,8,439.36
2019-03-03,Cash,777-82-7220,B,Mandalay,Member,Male,Home and lifestyle,30.12,8,240.96
2019-01-17,Ewallet,280-35-5823,B,Mandalay,Member,Female,Home and lifestyle,86.72,1,86.72
2019-02-02,Cash,554-53-8700,C,Naypyitaw,Member,Male,Home and lifestyle,56.11,2,112.22
2019-02-08,Cash,354-25-5821,B,Mandalay,Member,Female,Sports and travel,69.12,6,414.72
2019-03-04,Cash,228-96-1411,C,Naypyitaw,Member,Female,Food and beverages,98.7,8,789.6
2019-03-16,Cash,617-15-4209,C,Naypyitaw,Member,Male,Health and beauty,15.37,2,30.74
2019-03-09,Cash,132-32-9879,B,Mandalay,Member,Female,Electronic accessories,93.96,4,375.84
2019-02-27,Credit card,370-41-7321,B,Mandalay,Member,Male,Health and beauty,56.69,9,510.21
2019-02-06,Ewallet,727-46-3608,B,Mandalay,Member,Female,Food and beverages,20.01,9,180.09
2019-02-10,Credit card,669-54-1719,B,Mandalay,Member,Male,Electronic accessories,18.93,6,113.58
2019-03-19,Ewallet,574-22-5561,C,Naypyitaw,Member,Female,Fashion accessories,82.63,10,826.3
2019-02-03,Cash,326-78-5178,C,Naypyitaw,Member,Male,Food and beverages,91.4,7,639.8
2019-02-10,Cash,162-48-8011,A,Yangon,Member,Female,Food and beverages,44.59,5,222.95
2019-03-22,Ewallet,616-24-2851,B,Mandalay,Member,Female,Fashion accessories,17.87,4,71.48
2019-01-25,Credit card,778-71-5554,C,Naypyitaw,Member,Male,Fashion accessories,15.43,1,15.43
2019-03-07,Ewallet,242-55-6721,B,Mandalay,Normal,Male,Home and lifestyle,16.16,2,32.32
2019-02-28,Cash,399-46-5918,C,Naypyitaw,Normal,Female,Electronic accessories,85.98,8,687.84
2019-03-27,Cash,106-35-6779,A,Yangon,Member,Male,Home and lifestyle,44.34,2,88.68
2019-02-07,Ewallet,635-40-6220,A,Yangon,Normal,Male,Health and beauty,89.6,8,716.8
2019-01-20,Cash,817-48-8732,A,Yangon,Member,Female,Home and lifestyle,72.35,10,723.5
2019-03-12,Cash,120-06-4233,C,Naypyitaw,Normal,Male,Electronic accessories,30.61,6,183.66
2019-02-15,Credit card,285-68-5083,C,Naypyitaw,Member,Female,Sports and travel,24.74,3,74.22
2019-02-24,Ewallet,803-83-5989,C,Naypyitaw,Normal,Male,Home and lifestyle,55.73,6,334.38
2019-02-03,Ewallet,347-34-2234,B,Mandalay,Member,Female,Sports and travel,55.07,9,495.63
2019-03-06,Credit card,199-75-8169,A,Yangon,Member,Male,Sports and travel,15.81,10,158.1
2019-02-14,Cash,853-23-2453,B,Mandalay,Member,Male,Health and beauty,75.74,4,302.96
2019-03-13,Cash,877-22-3308,A,Yangon,Member,Male,Health and beauty,15.87,10,158.7
2019-02-10,Ewallet,838-78-4295,C,Naypyitaw,Normal,Female,Health and beauty,33.47,2,66.94
2019-01-07,Ewallet,109-28-2512,B,Mandalay,Member,Female,Fashion accessories,97.61,6,585.66
2019-01-24,Cash,232-11-3025,A,Yangon,Normal,Male,Sports and travel,78.77,10,787.7
2019-02-02,Cash,382-03-4532,A,Yangon,Member,Female,Health and beauty,18.33,1,18.33
2019-01-06,Credit card,393-65-2792,C,Naypyitaw,Normal,Male,Food and beverages,89.48,10,894.8
2019-02-11,Cash,796-12-2025,C,Naypyitaw,Normal,Male,Fashion accessories,62.12,10,621.2
2019-03-05,Ewallet,510-95-6347,B,Mandalay,Member,Female,Food and beverages,48.52,3,145.56
2019-03-09,Cash,841-35-6630,C,Naypyitaw,Normal,Female,Electronic accessories,75.91,6,455.46
2019-01-22,Ewallet,287-21-9091,A,Yangon,Normal,Male,Home and lifestyle,74.67,9,672.03
2019-01-13,Credit card,732-94-0499,C,Naypyitaw,Normal,Female,Electronic accessories,41.65,10,416.5
2019-01-09,Credit card,263-10-3913,C,Naypyitaw,Member,Male,Fashion accessories,49.04,9,441.36
2019-01-12,Credit card,381-20-0914,A,Yangon,Member,Female,Fashion accessories,20.01,9,180.09
2019-03-05,Ewallet,829-49-1914,C,Naypyitaw,Member,Female,Food and beverages,78.31,10,783.1
2019-01-22,Cash,756-01-7507,C,Naypyitaw,Normal,Female,Health and beauty,20.38,5,101.9
2019-01-21,Credit card,870-72-4431,C,Naypyitaw,Normal,Female,Health and beauty,99.19,6,595.14
2019-01-26,Ewallet,847-38-7188,B,Mandalay,Normal,Female,Food and beverages,96.68,3,290.04
2019-01-23,Ewallet,480-63-2856,C,Naypyitaw,Normal,Male,Food and beverages,19.25,8,154
